
äÈã∆ÉRÅ[Éh,èZèäÉRÅ[Éh,ÇsÇcÇaéYã∆ï™óﬁÉRÅ[Éh,éëñ{ã‡(êÁâ~),è]ã∆àıêî,ç≈êVä˙ã∆ê—îÑè„çÇ(ïSñúâ~)
756845732,1020304100,35431,10000,0,325
786374954,1020903000,35991,0,10,50
756926447,1052000307,25301,10000,35,90
171328033,1020217300,37191,5000,29,200
756341755,1020405000,35431,3000,4,1050
786039466,1020214400,35951,10000,0,530
786353247,1020223300,35731,40000,4,6
756833503,1021004500,20409,3000,1,84
989314585,1021003400,36133,3000,6,92
756618049,1020108900,20703,10000,5,1800
756937889,1021201500,36902,92000,4,460
756022862,1052000201,36502,10000,0,67
433320199,1020109100,34431,5000,17,520
756037583,1021202100,34431,3000,3,5
756940789,1052000209,36809,3000,4,270
786029580,1020217300,34431,3000,9,170
756360538,1020410500,25111,5000,1,23
786001714,1020409000,23402,10000,10,218
756811357,1020302601,39652,0,29,140
786073169,1020516700,35951,10000,33,10711
786329163,1038000209,35951,23000,1,632
756376262,1020708600,34431,3000,1,1822
756818095,1020800500,34541,100,0,56
756833092,1021003200,27201,10000,12,60
756318859,1020402500,39652,10000,2,53
756874058,1020300105,32302,4000,13,360
756833812,1020401200,25111,3000,16,15
786370983,1020511900,35951,10000,3,291
786369617,1020412101,32221,5000,12,50
399321046,1020704203,34431,80000,0,500
756057393,1021100300,39651,73000,31,80
756845538,1020305700,33137,154840,13,1766
537327054,1020511900,33721,7500,3,430
756949648,1020804200,35951,10000,2,75
786338115,1021202200,22311,10000,15,75
756977483,1034000404,35799,10000,7,5
756609995,1020515200,36199,9000,12,24
756619324,1021101800,20999,10000,26,30
786385162,1020800200,20709,3000,2,213
756059878,1020110700,34411,61000,0,20
919314392,1021202000,20996,8000,7,70
074887759,1020515500,33801,5000,240,197
756956415,1020102000,36629,20000,2,12
756350511,1020222300,39402,10000,2,2000
786078645,1020401400,20951,12000,50,740
786022521,1020405000,39662,5000,16,60
756381499,1020405900,22412,3000,42,180
786074455,1046000406,20999,3000,3,110
670318176,1020208000,27501,10000,8,2423
786009692,1021101500,35761,4500,4,70
786392643,1020104900,34524,50000,0,550
756977928,1046000415,35991,30000,2,260
786374992,1020408902,35431,10000,28,1627
756918530,1020114100,27201,40000,2,140
897329072,1020409900,34521,10000,2,631
756808400,1020108004,34541,10000,8,220
030387697,1021201300,35951,8000,92,1350
756013585,1020303902,35991,3000,24,2161
756878445,1020409000,35799,10000,13,50
756349285,1020412900,35732,100,30,180
756381543,1020512500,38604,3000,28,12
786085703,1046000400,30603,10000,0,2280
756041722,1021201900,34541,5000,1,30
786390288,1020408301,26402,3000,6,340
756868656,1020108101,39212,3000,10,50
786012236,1020515300,34541,10000,5,111
756010302,1020409900,35951,360000,3,750
756060490,1020511000,34431,5500,4,319
786377456,1020303304,34421,20000,1,1112
250314602,1020108101,36629,10000,0,220
756310340,1020301501,39623,3000,5,40
786024846,1020300105,36629,10000,5,50
071665615,1020903000,27401,5000,13,50
756343329,1020515500,25111,3000,6,30
716110468,1020518200,35991,3000,7,500
756389901,1021002900,35951,10000,3,57
793089623,1020302805,35991,0,4,57
756671052,1020408200,36702,3000,7,50
756607745,1020301506,20403,1000,6,100
756350908,1020507100,39881,10000,1,700
756022343,1034000501,27401,3000,15,65
716957925,1020302701,26403,14500,6,10
756394938,1021201200,35991,24000,1055,13
756935432,1020104800,35951,40000,1,100
756079256,1020708700,24111,3000,0,952
756386781,1046000413,20999,4000,1,160
285328553,1020112900,32221,20000,6,20
756075213,1020900500,39881,18000,25,150
786039540,1021201000,22605,3000,0,23
756943275,1020100600,37909,0,5,76
786331868,1020401700,27401,35000,3,50
756048135,1020603100,25111,10000,23,74
756800705,1020505200,34522,10000,0,2075
756025622,1020412900,35991,3000,35,130
756809476,1020901500,39651,3000,40,140
631320319,1020519200,28703,3000,0,310
756807299,1020102901,39699,3000,42,180
756370835,1021000800,20199,10000,1,2456
756033494,1020408302,36701,50000,5,187
786328689,1038000108,34521,7000,3,82
786326684,1020500300,34541,8000,8,90
786390887,1020203100,35971,10000,78,29
253315871,1020200800,34541,3000,15,45
786085200,1020108001,35991,40000,25,630
756353321,1021101100,25999,40000,10,62
034303139,1020102901,34432,5000,16,28
786394752,1020510700,23999,3000,1,11
756041967,1020408902,35641,8000,2,45
786389242,1020104100,31701,5000,0,16
157312584,1020515300,35991,5000,5,30
786038606,1020214802,34431,3000,5,15
756041967,1020408902,35641,8000,2,45
756377887,1021201900,27401,3000,9,95
756365808,1020412600,25201,30000,714,20
756031742,1020515000,39699,3000,19,80
756959662,1020902700,22604,40000,50,70
756820425,1020202900,39821,0,2,479
958319219,1021001900,35951,30000,3,239
756808947,1052000307,33712,5000,3,80
786395880,1020708600,27401,10000,9,229
756965217,1020412800,27902,3000,9,40
557329729,1020300105,23407,1000,10,260
786323572,1020202302,32993,8000,40,201
796866132,1020102602,35991,10000,20,33
931325701,1020507800,27401,3000,15,30
179324555,1038000204,34432,3000,1,70
756867682,1020305700,36624,20000,1,254
786000856,1020305700,35971,3000,4,10
786381626,1020204300,34431,31501,4,35
025314331,1020213400,39909,100000,12,30
091322568,1020211500,39652,10000,6,30
756311995,1020209402,20821,18000,5,50
786321629,1020102601,39651,3000,0,70
756825668,1020112700,34541,5000,1,550
786386555,1020500300,35991,16000,6,50
756621279,1020516700,23101,10000,18,912
786395048,1020204400,22605,3000,12,492
267328518,1020519000,39651,10000,17,190
786350970,1052000410,35991,20000,91,123
756311995,1020209402,20821,18000,5,50
756386550,1020402600,35951,10000,15,113
756311634,1020410500,23801,10000,1,30
756057961,1020803400,39909,10000,2,407
756948402,1052000511,35641,0,5,10
756056552,1020215300,36619,3000,2,19
756909551,1020116200,39881,5000,27,60
268327146,1020300101,27401,3000,12,4
756359422,1020505200,20199,3000,2,45
786020600,1020304204,23991,10000,23,7
786372933,1020221200,34431,3000,22,35
039196326,1020900500,34529,10000,40,0
525316132,1020515300,33139,20000,0,360
786021537,1020412800,22311,10000,10,46
756993724,1020303801,34531,10000,11,45
161311692,1020409102,38212,20000,0,329
039274197,1020411903,39651,13200,3,92
756013142,1020505200,35991,10000,16,824
786387981,1020303306,35951,5000,2,280
756809116,1020205100,32231,2500,3,112
598329090,1046000406,20941,800,0,100
756305878,1020506200,35991,10000,8,60
032297066,1020204300,39651,3000,3,130
786009556,1020412700,39651,3000,7,48
786312505,1020114300,24111,10000,2,130
786314728,1020116400,32229,3000,8,145
786387334,1020300104,29301,3000,0,89
756022343,1034000501,27401,3000,15,65
756098406,1020412900,35951,201887,13,9
691324555,1021004900,37191,8000,1,25
039196326,1020900500,34529,10000,40,0
709311491,1020512500,34541,3000,31,95
889321876,1020404300,35991,10000,15,15
756604881,1020105700,35951,18000,1,130
786394147,1021003200,31601,10000,10,115
786006922,1020104100,36624,20000,0,75
756306710,1020803000,28911,59000,6,550
786038018,1021101100,20409,3000,0,50
756800255,1020203100,36133,10000,9,90
786345806,1020209600,24222,3000,5,150
786382544,1020504300,26402,3000,5,130
635314489,1020114100,20996,3000,27,5
756987415,1020109100,39661,5000,1,250
756956085,1020504300,20202,24000,6,25
801329654,1020411400,36141,9800,4,633
716911446,1020408702,35991,10000,35,19
753328746,1020708700,37141,30000,10,773
183314409,1020211900,36133,3000,1,19622
786338500,1020200900,36621,10000,279,20
888316067,1020206500,36133,10000,53,140
786317579,1052000308,39651,10000,0,100
786334235,1020304204,35951,0,4,95
786367195,1020500100,37191,3000,10,100
716096634,1052000414,33392,3000,5,110
756347806,1020201600,28231,50000,1,62
786045475,1020112600,35991,40000,18,40
030019280,1020300104,34529,3000,247,3700
786018605,1020215300,20199,6000,11,60
756808742,1021002200,20996,30000,1,20
786354848,1020209402,36629,3000,2,40
786006993,1052000211,34541,3000,2,15
786030260,1020518900,34521,3000,5,255
293315908,1020509000,34431,3000,5,200
756029214,1020110400,35991,3000,0,28
756994892,1021000400,39881,10000,19,9
756804456,1021201900,35951,10000,3,928
786006862,1020404400,35899,5000,1,4994
756873200,1020216300,34541,3000,15,236
756377367,1020412500,34522,3000,5,280
786039732,1038000113,39692,3000,64,300
756991757,1020302805,35899,3000,3,15
756023486,1020204500,39699,3000,21,19
756386550,1020402600,35951,10000,15,113
786376114,1020513100,39661,3000,115,90
756002417,1021002500,35971,20000,1,140
756840251,1021201900,34209,3000,0,80
786024133,1020212900,20519,3000,3,402
071542102,1020303301,39651,5000,25,24
786081437,1020116200,39622,4500,9,22
756039000,1020303901,35761,16220,10,120
756095819,1020504300,34529,10000,3,36
756867664,1020217600,35699,10000,1,54
786007264,1020604500,22413,10000,2,75
786342225,1020605500,30603,0,32,11706
786358463,1020502600,38411,5000,4,150
188328581,1020301702,24111,15000,45,32
078043777,1020509100,35991,10000,0,180
756607032,1020600900,39699,10000,20,80
756382747,1020504900,20996,3000,22,30
786353140,1034000503,27401,3000,10,15
648329934,1020105700,20701,10000,10,60
756007861,1046000403,28231,5000,50,10
756324922,1020516800,26909,7000,3,90
756390997,1020117400,34521,20000,3,37
756387635,1021202000,34421,10000,4,830
756362582,1020505200,36133,10000,0,8
451316438,1020108005,39909,5000,0,50
839304508,1020800900,36622,10000,102,7
350324743,1034000502,26909,3000,9,23
756958996,1038000207,20702,9000,1,180
756084939,1020901500,34431,10000,4,33
756366452,1020215100,36131,5000,20,410
756347806,1020201600,28231,50000,1,62
786076865,1038000108,22999,5000,8,110
756339882,1020218900,34541,20000,10,20
756963251,1052000410,37609,5000,10,50
465322762,1020104300,20701,3000,0,60
756602012,1052000505,24111,5000,11,3
827323365,1020503600,26402,27000,1,360
534327242,1020412103,34541,5000,0,25
910320448,1020113800,39632,10000,5,78
756963085,1020512500,34209,5000,8,72
756874058,1020300105,32302,4000,13,360
074761367,1020202600,39651,10000,4,80
786397159,1020902400,20701,42000,7,876
449310337,1020512700,39111,10000,13,912
786032492,1021001200,39131,19000,6,469
786338512,1020204300,34529,3000,8,200
756327831,1020216100,37131,3000,1,680
756098956,1020108006,27401,36000,3,120
756050274,1020301501,36809,3000,2,230
756310395,1020508300,39112,10000,1,119
786386058,1052000408,35951,3500,5,240
377326569,1020706300,36111,5000,23,30
987320881,1021101300,35899,10000,2,37918
