
äÈã∆ÉRÅ[Éh,èZèäÉRÅ[Éh,ÇsÇcÇaéYã∆ï™óﬁÉRÅ[Éh,éëñ{ã‡(êÁâ~),è]ã∆àıêî,ç≈êVä˙ã∆ê—îÑè„çÇ(ïSñúâ~)
399321046,1020704203,34431,80000,0,500
756810916,1020301507,36502,60000,4,177
756318832,1021000900,34541,10000,3,5
756054305,1020222800,36801,3000,10,9
877318905,1021102400,39651,3000,4,25
128314439,1021003200,23999,3000,1,22
757315382,1021202200,35431,10000,38,60
756859855,1020204300,35412,5000,16,100
786078277,1038000209,39651,10000,26,50
786037945,1020111200,36614,10000,4,127
756347492,1020512500,36624,3000,72,1541
756017312,1020106201,28993,48000,10,15
786350431,1020111200,39671,10000,10,150
756360943,1020400702,33312,3000,16,150
756362862,1020405900,34801,3000,0,50
756316031,1020109500,35699,10000,0,120
756811768,1020513100,37191,10000,2,35
756016862,1052000401,27401,3000,4,24
756994691,1020110400,39651,5000,25,45
756316521,1020404700,36199,3000,3,150
786035439,1020302802,33501,3000,0,88
786355721,1020106700,23202,88880,4,130
756317018,1020217600,34541,20000,1,14
756344602,1052000506,37141,5000,55,200
756629701,1020512600,27401,20000,25,64
756393213,1020404700,34431,10000,28,104
786070314,1020108600,36622,5000,10,42
786348403,1021100300,37191,35000,10,90
786024777,1020402400,32703,3000,97,938
786386453,1020214500,35899,62825,8,201
849303622,1052000207,35951,3000,1,13
756965344,1021202200,28261,10000,120,45
786356211,1020112800,35301,10000,4,120
786367406,1020102601,36809,4000,0,55
074484343,1020507500,26909,5000,11,20
756993653,1020404700,32191,30000,1,428
756826956,1021000400,24221,3000,5,18
665328110,1020113800,34541,3000,5,300
716891923,1034000502,39611,3000,35,55
786079446,1020208300,22312,20000,0,15
756319878,1021002700,20999,0,9,886
786074256,1052000209,39643,3000,29,230
786380201,1020111302,28702,50000,4,1020
756809287,1020513100,23301,3000,160,300
786369808,1020412800,20302,3000,3,300
756320039,1052000211,34431,3000,0,260
756801190,1020412600,34529,3000,6,5
071983680,1020108300,36502,10000,46,137
079418279,1020509000,22312,10000,4,130
756003404,1021002900,35991,10000,10,400
786382606,1052000107,35991,10000,10,1162
756398747,1020105700,23804,3000,3,40
917324962,1020606900,33999,10000,0,45
786081852,1052000321,20111,10000,10,90
756845422,1020401400,23301,4000,3,9
786048272,1020408901,34421,300200,10,438
756063519,1020111003,37141,5000,10,30
756062415,1038000209,35991,10000,1,9
030019934,1020217900,33721,28000,0,36
786079512,1020512500,37191,3000,25,260
039784954,1020404700,20999,20000,1,349
756881678,1020504900,25111,31416,0,655
756831965,1020200900,26403,3000,152,80
756324434,1020203800,25301,5000,1,1380
786358695,1020102601,39698,10000,7,450
756961325,1020515500,24221,30000,7,31
756956549,1020408200,31701,6000,15,143
786369684,1020507500,24111,30000,26,150
343318049,1021101000,35991,10000,0,45
756398747,1020105700,23804,3000,3,40
756625406,1020109201,35991,18000,24,12
756074170,1020208000,34531,15000,10,40
726652236,1020219600,35951,0,4,300
756875322,1020900600,35411,6000,6,18
756074170,1020208000,34531,15000,10,40
786361985,1021002900,35991,0,0,1003
700329522,1020115100,35951,0,10,2782
756039000,1020303901,35761,16220,10,120
756015406,1020201700,37191,10000,10,18
945310022,1020504300,35951,1000,2,70
756895415,1020406700,34541,5000,5,120
786368732,1034000502,39651,12000,60,633
786049030,1020302806,35991,8000,24,14
756915198,1020204600,36631,10000,3,1100
786046169,1020904500,34529,30000,2,453
756964025,1020510700,20999,10000,2,16
756387529,1020408901,35899,0,0,9
756076419,1020105700,35971,3000,8,45
786074642,1020305700,35991,3000,6,170
786044788,1020405000,36111,10000,14,521
756036190,1020117400,32231,3000,43,628
786377732,1020408301,25111,30000,1,12
756004081,1020221500,39881,1000,1,70
756977483,1034000404,35799,10000,7,5
756075918,1020404300,27401,1000,3,200
756617768,1020205500,35991,16000,15,90
786007478,1021100100,39908,3000,8,65
848327682,1020516200,39651,10000,100,499
786365459,1020302001,37901,25000,5,106
756855406,1020108101,22603,3000,8,100
756014542,1020201900,34209,3000,2,500
071229514,1020114600,35821,40000,18,397
030883328,1020502600,35951,5000,38,617
786340013,1020411700,37121,5000,6,150
756824311,1020214400,36614,500,3,93
786389047,1020109100,35611,3000,45,130
786048272,1020408901,34421,300200,10,438
538317564,1020105700,27401,40000,0,160
786393124,1020213900,33721,10000,0,160
078584556,1020515500,20813,10000,0,8
756017891,1042000913,26402,10000,55,108
786016265,1052000203,34541,39000,6,50
786391433,1020904800,35761,10000,56,300
756965205,1020105400,35821,10000,8,130
786043250,1020303306,34411,6000,6,51
974323143,1020515700,35971,10000,44,28
786357274,1020200800,39652,3000,12,80
786328400,1020101700,36501,30000,0,50
756991870,1020517400,35991,3000,30,86
786010164,1020902300,34431,0,12,290
756946131,1020509200,36133,20000,1,70
756316225,1020601700,35799,10000,1,29
756343329,1020515500,25111,3000,6,30
756009461,1020517700,35991,10000,4,98
756060567,1020412900,35991,3000,18,900
786346679,1020515500,34431,4500,3,110
756046680,1020402000,34421,40000,14,25
756343354,1020802700,37141,6000,11,730
786356826,1020410500,34511,5000,15,774
756377878,1020412700,35991,0,200,9
077717732,1020518700,30603,30000,6,10
756348945,1021202200,24222,10000,4,42
756871885,1020505200,37141,60000,1,539
786386555,1020500300,35991,16000,6,50
756627282,1052000102,35431,250000,7,36
786393827,1020405900,37191,5000,50,220
786356902,1038000105,34432,5000,2,510
756033920,1020411800,39652,10000,4,80
786010338,1020300102,37191,4500,10,17
074885862,1020902100,35699,10000,2,311
786332604,1020706000,39651,3000,27,20
786366210,1021101300,32199,10000,8,22
188328195,1020902300,20701,10000,0,66
756818405,1020709000,38223,10000,0,200
039709218,1020109100,36133,5000,8,9
756368132,1020512500,36622,10000,2,100
756315078,1020707100,35899,5000,5,530
756319037,1020301507,34431,10000,15,8443
786044788,1020405000,36111,10000,14,521
756602582,1020517400,27401,10000,3,100
786045795,1020512500,22607,10000,5,35
944324618,1020518200,35991,5000,25,85
786020952,1020204100,20999,10000,1,1300
786399450,1042000912,22412,10000,9,188
756012252,1020222400,35951,10000,5,150
786001691,1020204300,20702,3000,7,100
786391433,1020904800,35761,10000,56,300
756091022,1020402500,34541,10000,0,130
756869931,1020409000,34431,0,3,2
706377613,1052000310,37131,10000,1,241
304324543,1020513900,39621,3000,6,8
756391392,1020406500,34431,3000,318,274
756994462,1020201900,33159,3000,23,100
756322304,1020507100,33712,10000,21,250
756832686,1020708100,39304,15000,3,40
786398989,1020303305,26402,10000,0,100
241321678,1021103600,20951,5000,3,100
915310864,1020515500,36612,3000,13,50
756016862,1052000401,27401,3000,4,24
373328212,1020220700,20999,10000,20,510
756963137,1020704601,37131,3000,260,52
786049273,1020901500,22999,10000,5,4136
877319997,1020405400,35951,10000,15,80
756878060,1020200300,36133,10000,3,32
077717732,1020518700,30603,30000,6,10
165310537,1020302701,34431,3000,3,15
756085147,1020803600,35991,10000,17,13
855305459,1038000301,25301,3000,4,36
756838567,1020110700,34421,5000,22,10
786083126,1052000511,35431,3000,4,70
756363490,1020404300,35301,20000,0,40
154315212,1020518400,23999,18000,0,242
756959220,1020800700,34431,3000,0,3500
786327636,1020108900,34541,10000,13,259
185310771,1020511400,34911,5000,14,550
756366487,1020304205,25999,5000,1,80
756306873,1021100400,27401,3000,10,70
786006330,1020709000,25201,10000,2,65
756607395,1020221400,27401,33000,25,110
756028778,1020202600,35641,3000,46,4
700329522,1020115100,35951,0,10,2782
756936585,1052000402,23991,5000,5,120
756007949,1020100603,34431,10000,1,20
756961666,1021000400,39692,10000,21,1250
786080655,1020204300,34541,3000,9,209
756071060,1020200800,22606,10000,8,120
753313228,1044001002,20409,20000,0,2205
756935251,1052000306,30603,11000,2,45
961314873,1020216600,34524,3000,0,8
786367195,1020500100,37191,3000,10,100
756098956,1020108006,27401,36000,3,120
756949802,1020412400,32221,10000,2,10
756026130,1020201600,38604,10000,5,319
786361570,1020202900,34431,10000,60,22
756950418,1021002000,34411,3000,3,40
786342062,1020511500,35991,5000,69,180
756860414,1021002200,35699,10000,12,6
756042134,1020204600,36801,50000,3,52
340325463,1020103602,35991,3000,0,900
756357097,1020101202,35971,3000,10,50
756075423,1020216200,24111,96250,4,35
756059259,1020404700,23301,5000,58,80
756058717,1021201300,35951,5000,3,101
756023985,1020400300,35951,3000,8,160
786342225,1020605500,30603,0,32,11706
964316857,1020515500,20999,35000,18,13
756946131,1020509200,36133,20000,1,70
756313794,1052000506,20951,5000,1,250
756364703,1020903000,39698,10000,15,1100
756949517,1020518200,28299,40000,35,29
786335756,1052000201,39909,5000,20,49272
786378513,1020201600,34541,4300,1,25
756364703,1020903000,39698,10000,15,1100
756095259,1020405400,20519,3000,0,24
780328593,1021102300,35441,10000,1,50
691315380,1020605600,20409,5000,6,61
756963432,1020107400,32231,3000,14,340
756006890,1052000342,36133,10000,5,180
786041436,1021001400,35991,1000,12,72
756324774,1020112500,37141,50000,6,25
756078108,1020220700,35991,5000,8,116
756604299,1038000215,20996,5000,1,52
756948360,1020219000,36623,3000,7,130
756090893,1020214500,32221,3000,7,256
756073846,1020903300,20813,3000,80,26
724320190,1020204500,35441,1688630,4,93
786353680,1020500300,38604,30000,14,145
786080177,1020708100,33801,10000,385,20505
756399185,1020113500,35991,10000,5,60
786373240,1020403500,20999,20000,3,110
756999204,1020300601,34529,5000,15,296
786340904,1020409000,20209,80000,50,34
687328082,1020508900,36801,10000,0,45
756955657,1020503600,34421,5000,0,504
756961145,1052000114,23301,3000,35,110
756327723,1020218700,26909,3500,38,243
786044715,1020102602,36629,3000,58,150
756358591,1020705200,32703,3000,16,100
960328741,1020301502,34431,3000,20,5654
756392300,1020408301,35971,0,30,73
786389629,1021001400,20302,3500,1,70
756855490,1020513900,34522,10000,65,600
756354619,1020109800,35951,5000,3,46
786083850,1020403800,36629,10000,11,193
756895415,1020406700,34541,5000,5,120
756878186,1038000215,35441,10000,33,18
756006890,1052000342,36133,10000,5,180
756948572,1020110000,35201,5000,10,200
419321635,1020107400,39401,3000,21,80
071542102,1020303301,39651,5000,25,24
534323741,1052000303,35799,5000,0,3314
756625846,1020216300,35781,10000,0,111
786042840,1052000502,36133,10000,3,664
786361985,1021002900,35991,0,0,1003
786078310,1020300102,33721,6000,76,40
032225802,1020106600,35699,10000,0,130
786036513,1020401200,35991,45000,0,24
756822445,1038000108,27401,10000,3,120
756851955,1020510400,39651,5000,3,40
756337509,1042000603,34541,10000,200,25
786071646,1020217900,34541,9000,15,275
756086312,1020303302,32701,15000,15,608
756806719,1020515300,25911,10000,12,45
756315342,1020204000,39906,6000,6,30
756810611,1020505200,24122,0,0,386
756880222,1020700603,20209,3000,1,8
756969102,1020405000,28991,200000,279,50
284320539,1020902100,28703,10000,3,420
786395048,1020204400,22605,3000,12,492
786049940,1020900100,35921,10000,9,70
756933007,1021003900,20951,10000,4,80
756843862,1020101000,36809,3000,9,24
756907012,1020900500,27502,2000,30,74
756357126,1020105102,22701,30000,3,20
786074194,1020514500,27401,3000,1,74
786304935,1020402800,20702,3000,3,20
786083115,1021201900,34541,20000,1,121
030825496,1020301506,25111,3000,0,40
756313442,1021102900,20999,3000,12,112
668320792,1020302502,24111,10000,4,180
756301813,1020103100,23804,3000,40,14
756831965,1020200900,26403,3000,152,80
786352453,1020220900,35781,17000,0,96
786348925,1020116500,39692,8000,3,18
756360538,1020410500,25111,5000,1,23
756864811,1020303302,34541,10000,16,110
071083054,1020303400,35951,12000,3,150
786391981,1021002300,39304,0,3,410
445314609,1020405900,27502,10000,12,12
756354355,1020708700,37141,10000,30,218
756311249,1020412101,35899,5000,5,165
756026473,1020109100,34411,0,3,684
897310402,1021003600,24222,10000,11,50
786085307,1020504300,35761,10000,23,2936
756037518,1020504300,23999,3000,3,170
786340249,1020505200,23921,50000,35,95
756063941,1052000516,23301,3000,0,1044
786081320,1020202900,24111,40000,58,20
756329206,1020210800,33392,10000,3,115
786377561,1020404300,34431,10000,4,92
786028190,1021201000,35991,10000,14,468
786044323,1021000400,35951,20000,40,25
786044715,1020102602,36629,3000,58,150
756963444,1020304201,34431,1000,7,120
786074344,1020511000,30603,3000,3,250
786088351,1020100600,27401,3000,1,25
447314231,1020210300,39651,5000,5,500
756832372,1020201900,35991,3000,38,42
151321503,1021101000,35991,14500,0,550
786047855,1020505200,35441,3000,2,192
786081838,1020405400,34541,10000,8,75
786347499,1020300104,35991,2000,1,170
796051547,1042000603,35951,5000,10,659
696814411,1020509700,39632,3000,8,672
756997657,1020304201,35641,5000,3,310
950323263,1020302701,39908,5000,5,44
756044988,1020215300,36809,60000,1,70
786397945,1052000101,27401,10000,3,25
786389491,1020408200,34431,3000,171,200
756964025,1020510700,20999,10000,2,16
756338284,1038000209,34911,30000,8,230
030823141,1020516200,39409,3000,3,10
786364677,1020509200,39651,20000,0,600
756079874,1020409600,20111,4000,5,243
786034915,1020520200,32702,0,4,55
756315290,1020301702,32231,4000,6,1500
756084397,1020510300,35991,8000,380,50
756852588,1020515500,27401,10000,7,12
756801692,1021002300,35951,10000,3,50
786016939,1020509200,39652,10000,17,44
756031663,1021000200,20941,3000,15,260
756333730,1020301507,33721,10000,1,70
035319684,1020201900,39662,3000,38,60
756354339,1020404300,35799,10000,34,772
786327552,1020301701,34421,3000,1,539
786366806,1020409700,20301,3000,1,50
786336282,1020517800,23991,5000,2,319
665315745,1020105400,35411,10000,18,110
756383563,1021101300,35951,3000,1,50
786394409,1020215300,39631,3000,45,30
716144082,1020217100,35971,10000,23,230
756384816,1038000209,36201,10000,0,129
786388067,1052000411,27401,10000,3,316
756334016,1020409900,38431,10000,3,68946
347321776,1046000410,35732,4000,1,110
786045795,1020512500,22607,10000,5,35
756006585,1020513100,37191,60000,4,35
756023117,1020510000,36133,10000,67,696
786041177,1021003300,36201,3000,7,100
756890314,1052000209,39881,0,22,680
078043777,1020509100,35991,10000,0,180
786030774,1020209303,20951,5000,21,607
786343052,1020203300,33721,20000,9,40
786049123,1020507900,34431,3000,0,92
581324217,1020216400,39621,99000,3,150
756977664,1052000211,35711,0,3,377
340320094,1052000207,34541,40000,19,370
756839980,1038000105,20951,10000,270,60
756895297,1020504300,33721,100,0,145
756946797,1020204000,38411,14000,6,250
756992742,1020301506,25911,6000,0,290
786312333,1020902700,24125,3000,60,30
756371805,1020505200,34431,5000,3,30
749329390,1020901800,35951,3000,9,68
756864934,1052000103,34432,10000,18,500
786323194,1021201900,37191,10000,7,280
786302438,1021002600,34309,40000,2,100
290313931,1020217600,35951,10000,6,28
786327552,1020301701,34421,3000,1,539
313305693,1021002900,39651,3000,1,75
786383472,1020107600,35971,3000,11,50
786085352,1020218400,39652,100000,9,960
786375012,1020513100,34421,10000,0,190
786391023,1052000209,34411,10000,17,700
786392837,1020405000,24221,80000,18,100
756953778,1020304900,25301,3000,1,190
756992742,1020301506,25911,6000,0,290
756820260,1021100203,36133,10000,10,300
548324703,1021201900,20702,8544,4,2650
756871534,1021100300,34431,10000,13,20
768316110,1020215100,37191,10000,137,90
756629701,1020512600,27401,20000,25,64
786394619,1020406600,20302,3000,0,190
786336691,1020219100,39881,5000,26,238
756961815,1020406500,20302,10000,2,60
756979554,1020305700,35781,30000,23,36
756377330,1020108900,26402,10000,0,5
756960950,1020411200,39651,80000,1,45
078882765,1021003600,25111,5000,3,24
421320905,1020509200,20999,3000,3,9
756947386,1020510200,23911,5000,2,27
786340303,1020408901,39908,3000,3,103
786015693,1020412300,32221,10000,4,1060
254323542,1020515500,35991,25000,4,112
756948962,1020514000,34541,5000,12,90
756812705,1020705200,20999,3000,17,1025
756883546,1020206500,27401,3000,3,479
958319219,1021001900,35951,30000,3,239
786000960,1020412800,34431,3000,18,64
756009617,1020218000,34541,3000,0,30
