
äÈã∆ÉRÅ[Éh,èZèäÉRÅ[Éh,ÇsÇcÇaéYã∆ï™óﬁÉRÅ[Éh,éëñ{ã‡(êÁâ~),è]ã∆àıêî,ç≈êVä˙ã∆ê—îÑè„çÇ(ïSñúâ~)
756015214,1020204300,20999,5000,40,71
756670716,1020509300,39671,10000,0,98
756387406,1020212900,35991,6000,41,28
786313829,1020301507,32191,1000,2,28
801320292,1020303306,36621,1350000,20,90
756004919,1020507100,34431,10000,3,50
786315332,1021000700,35971,10000,5,30
786348472,1020409102,23991,10000,25,30
851314478,1020904500,30603,10000,14,2
786002782,1020513100,24222,3000,23,12
756060055,1020509000,35441,3000,7,30
756963882,1020507100,35441,10000,0,3509
786366252,1020104900,34431,36000,3,26
756021163,1046000421,35951,30000,22,96
538318008,1020706300,34209,10000,25,27
786318238,1020102800,34431,3000,1,2456
756959662,1020902700,22604,40000,50,70
756939159,1020703900,26403,10000,3,14
786300681,1020301703,25111,3000,12,50
664323489,1052000308,36619,10000,14,95
756312074,1020412900,20994,0,1,950
036126734,1020104401,34541,10000,6,130
786384871,1020200800,36133,10000,102,250
756012262,1020300102,37131,0,11,50
756815346,1020902100,34431,5000,11,40
786382174,1052000209,35991,20000,28,2000
756383563,1021101300,35951,3000,1,50
756942946,1020300101,39909,8000,12,222
786341463,1020204300,22411,5000,2,7492
786354022,1020216800,25301,5000,10,13
756990377,1052000517,35699,10000,9,100
786043121,1020116200,39651,5000,1,86
218310406,1020303305,38602,3000,3,45
756355536,1021101800,37191,10000,2,25708
786391386,1052000513,23408,10000,0,100
786345401,1020207400,20813,10000,6,200
786388067,1052000411,27401,10000,3,316
756343728,1020113100,35991,5000,11,91
756343065,1020101902,34411,15000,3,80
879324640,1020213900,26904,30000,5,368
163305740,1020512500,36624,3000,9,207
786390203,1021101700,39409,3000,79,837
756931638,1020510700,37141,45000,278,230
786399062,1020512900,32231,3000,39,260
786316076,1020400900,39221,10000,1,24
071782762,1020516700,37141,10000,5,37
786320462,1020110700,33721,10000,0,42
786376512,1021105000,27103,10000,6,3103
786007334,1020700300,35991,50000,3,4
756091692,1020203300,36809,10000,10,32
756394853,1052000203,35991,20000,1,5
756065624,1044000203,30603,1500,1,17
756948758,1020509200,32703,3000,3,850
756840251,1021201900,34209,3000,0,80
756305947,1020301501,20999,10000,4,1336
756961300,1020504300,20302,10000,43,48
756058859,1052000102,23407,20000,15,371
756304386,1021201000,36133,3000,11,45
258320209,1020800700,31701,3000,13,20
786385581,1021002700,39651,10000,10,40
786081437,1020116200,39622,4500,9,22
786385973,1020109703,36616,1000,3,2604
756801692,1021002300,35951,10000,3,50
786033235,1020706600,32703,3000,33,13
786364030,1020410600,35991,95000,1,4434
756827159,1020902100,27401,10000,14,80
756305244,1021002200,25301,3000,18,453
786340427,1020108001,34541,10000,100,45
786340592,1020708600,27401,5000,2,300
756871312,1038000102,25111,2996530,2,70
786329308,1020517500,34421,3000,10,176
756852492,1052000201,36612,6000,0,16
756363039,1020509200,24111,16205,2,430
756983949,1046000404,37191,3000,15,9
786381422,1021004500,27501,3000,12,131
756968180,1020302807,37141,7000,4,17
786074557,1020205100,34431,99000,5,22
756366487,1020304205,25999,5000,1,80
756049212,1020305700,26402,3000,11,93
756388982,1020903500,35991,3000,10,45
786034396,1020707700,34541,3000,135,144
815329858,1020410000,39651,3000,15,18
756826039,1020507100,23701,12000,0,300
756944936,1052000401,34541,5000,3,20
756364450,1020708700,39402,48000,25,65
756881710,1020200800,35991,40000,17,65
786349239,1020509800,20701,10000,3,6
786393736,1020505200,39651,10000,15,200
786318730,1020216400,34431,1000,0,280
786038923,1020104100,34431,5000,0,30
756807408,1021102400,27401,10000,0,47
756357126,1020105102,22701,30000,3,20
467325538,1052000303,39621,100000,4,78
756853585,1020221700,35301,3000,11,1226
469321535,1020410800,39503,10000,37,520
786349169,1020302807,20702,10000,5,33
756087830,1020208600,35971,5000,33,70
598319398,1020600800,35951,35000,2,170
756386483,1020107000,23201,35000,3,18
756352748,1020510100,36133,3000,5,65
786081372,1020103900,20813,48000,6,120
786072691,1044001017,24221,87500,9,40
786357179,1020115400,35699,3000,3,140
756850738,1020520000,25121,3000,1,1500
756007949,1020100603,34431,10000,1,20
786342062,1020511500,35991,5000,69,180
756998833,1020304900,32703,3000,29,134
756908047,1020409400,35971,10000,12,140
786018662,1020301507,36622,8000,45,110
786025261,1020513300,39908,10000,6,165
935323063,1021002900,28911,1000,18,20
786020545,1038000213,35821,3000,0,4804
756827918,1020204700,36201,5000,6,34
827304763,1020305300,39662,40000,6,780
756604277,1020517000,35991,3000,0,38
786312584,1046000414,22999,3000,25,43
786008933,1052000408,20519,10000,15,406
637320309,1020509000,34524,10000,3,242
756315004,1021002900,25301,3000,1,174
901315762,1020515500,34999,3000,25,120
786385581,1021002700,39651,10000,10,40
786332619,1021004400,34431,1700,4,18
756329052,1021003500,34421,3000,1,36
756354926,1034000506,39881,15000,2,170
786356902,1038000105,34432,5000,2,510
756029318,1020100600,27401,3000,9,70
197303609,1020221600,20709,51500,4,28
580328035,1044000208,27401,10000,3,60
567314486,1052000201,34421,35000,9,65
639314093,1020513000,35971,0,10,1926
030337462,1020302601,37191,3000,4,900
756828825,1020902100,30603,5000,4,150
867316367,1020903200,23999,3000,7,28
756360943,1020400702,33312,3000,16,150
756822748,1020516700,39111,30000,25,300
786363717,1021000400,34209,25000,60,200
786302452,1020108005,37191,10000,1,70
756625554,1021002300,34411,3000,63,68
756305058,1020404300,34431,10000,18,195
756048907,1020108101,35951,5000,0,100
756963014,1020803600,20301,10000,8,10
756015406,1020201700,37191,10000,10,18
756302470,1020515500,35441,3000,25,950
695319635,1020303301,35951,5000,6,10
827323365,1020503600,26402,27000,1,360
756317961,1020508300,35431,5000,2,38
756859986,1020222902,20703,500000,10,100
756027044,1020403900,35991,5000,20,93
030019280,1020300104,34529,3000,247,3700
786048114,1020605600,35951,5000,0,100
954323118,1020412900,20111,1000,2,554
756002148,1020800900,20941,5000,4,430
786014870,1020803900,23408,3000,3,250
889324632,1020902400,35441,5000,0,30
756024692,1020114300,39881,3000,0,1354
756615517,1020300604,34431,10000,5,67
756838742,1020403900,39699,100000,25,1766
786399127,1020515500,20999,3000,3,620
756963158,1020504300,35799,10000,2,473
786336102,1020805000,32221,40000,0,21199
756871312,1038000102,25111,2996530,2,70
079397991,1020116600,35991,10000,0,28
368326981,1034000403,20521,50000,5,10
433329292,1052000207,36702,6000,31,243
786021619,1020803800,39651,7000,6,505
756860854,1020515500,20999,90000,26,30
786022084,1020205900,27401,10000,1,36
786335094,1052000209,22311,10000,16,361
756933007,1021003900,20951,10000,4,80
756301005,1021100300,35951,40500,1,220
786089707,1020406500,22503,10000,17,20
786030260,1020518900,34521,3000,5,255
756986296,1020516200,38411,10000,41,811
786348864,1020520000,34541,3000,5,65
827304763,1020305300,39662,40000,6,780
756943974,1020605600,20111,44080,2,110
756091692,1020203300,36809,10000,10,32
585315604,1021101800,34541,325000,0,40
756054059,1020411800,24111,40500,15,5
